         10x14M-LH                (10x14M-LH.dat)                                                                                                                                   
         v2022-0915                                                                                                                                                                 
         Simulation Date: 09/23/2022                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS: (Underwater)                                                                                                                                                  
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Vtip (tip speed, fps)                                                                                                                                                      
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =        900                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2080      0.1556       0.701      49.086      41.729     522.667       5.546     185.609      36.212       38.80     210326.    0.4864  
        0.46      0.0552      0.0726      0.2070      0.1573       0.709      49.641      41.532     528.579       5.608     184.735      35.638       38.80     210757.    0.4776  
        0.93      0.1104      0.1427      0.2061      0.1595       0.719      50.338      41.358     535.999       5.687     183.961      34.998       38.82     211261.    0.4680  
        1.39      0.1656      0.2097      0.2053      0.1622       0.731      51.177      41.199     544.941       5.782     183.254      34.291       38.85     211846.    0.4577  
        1.86      0.2208      0.2733      0.2046      0.1653       0.745      52.156      41.044     555.358       5.893     182.565      33.522       38.89     212516.    0.4466  
        2.32      0.2760      0.3332      0.2037      0.1688       0.761      53.261      40.881     567.126       6.017     181.837      32.695       38.95     213279.    0.4347  
        2.79      0.3313      0.3891      0.2028      0.1726       0.778      54.473      40.692     580.034       6.154     180.998      31.820       39.01     214136.    0.4221  
        3.25      0.3865      0.4409      0.2016      0.1767       0.796      55.763      40.459     593.768       6.300     179.962      30.906       39.09     215091.    0.4088  
        3.72      0.4417      0.4886      0.2001      0.1809       0.815      57.089      40.159     607.889       6.450     178.625      29.964       39.18     216146.    0.3948  
        4.18      0.4969      0.5320      0.1982      0.1851       0.834      58.397      39.762     621.810       6.598     176.862      29.004       39.28     217301.    0.3803  
        4.65      0.5521      0.5714      0.1956      0.1889       0.851      59.614      39.238     634.770       6.735     174.529      28.037       39.39     218555.    0.3652  
        5.11      0.6073      0.6070      0.1921      0.1922       0.866      60.654      38.550     645.844       6.853     171.471      27.073       39.52     219909.    0.3495  
        5.58      0.6625      0.6389      0.1877      0.1946       0.877      61.413      37.664     653.932       6.938     167.529      26.124       39.65     221361.    0.3334  
        6.04      0.7177      0.6677      0.1821      0.1958       0.882      61.778      36.546     657.812       6.980     162.555      25.199       39.80     222912.    0.3168  
        6.51      0.7729      0.6936      0.1753      0.1954       0.880      61.639      35.176     656.339       6.964     156.461      24.308       39.96     224561.    0.2998  
        6.97      0.8281      0.7172      0.1672      0.1931       0.870      60.927      33.556     648.760       6.884     149.257      23.460       40.12     226306.    0.2826  
        7.44      0.8833      0.7388      0.1580      0.1890       0.851      59.621      31.710     634.852       6.736     141.045      22.655       40.30     228144.    0.2653  
        7.90      0.9386      0.7584      0.1479      0.1830       0.824      57.739      29.671     614.805       6.523     131.975      21.889       40.49     230071.    0.2479  
        8.37      0.9938      0.7761      0.1369      0.1753       0.790      55.317      27.474     589.017       6.250     122.202      21.156       40.69     232084.    0.2306  
        8.83      1.0490      0.7917      0.1253      0.1661       0.748      52.400      25.151     557.961       5.920     111.870      20.445       40.90     234179.    0.2132  
        9.30      1.1042      0.8049      0.1133      0.1554       0.700      49.033      22.731     522.111       5.540     101.106      19.747       41.13     236352.    0.1958  
        9.76      1.1594      0.8152      0.1009      0.1434       0.646      45.259      20.238     481.922       5.113      90.018      19.047       41.36     238601.    0.1782  
       10.23      1.2146      0.8219      0.0882      0.1303       0.587      41.118      17.695     437.830       4.646      78.708      18.331       41.60     240923.    0.1603  
       10.69      1.2698      0.8239      0.0754      0.1162       0.523      36.651      15.122     390.265       4.141      67.265      17.575       41.85     243316.    0.1421  
       11.16      1.3250      0.8190      0.0625      0.1011       0.455      31.898      12.539     339.653       3.604      55.771      16.744       42.11     245779.    0.1233  
       11.62      1.3802      0.8037      0.0496      0.0853       0.384      26.900       9.961     286.429       3.039      44.307      15.774       42.38     248308.    0.1035  
       12.09      1.4354      0.7705      0.0369      0.0688       0.310      21.697       7.406     231.032       2.451      32.942      14.540       42.66     250902.    0.0823  
       12.55      1.4907      0.7015      0.0244      0.0518       0.233      16.332       4.888     173.901       1.845      21.741      12.749       42.94     253560.    0.0586  
       13.02      1.5459      0.5423      0.0121      0.0344       0.155      10.843       2.419     115.459       1.225      10.760       9.503       43.24     256276.    0.0307  
       13.48      1.6011      0.0009      0.0000      0.0166       0.075       5.251       0.002      55.913       0.593       0.009       0.016       43.55     259021.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2080      0.1551       0.959      60.413      51.528     714.762       6.825     229.195      32.698       43.11     233696.    0.4881  
        0.52      0.0552      0.0729      0.2070      0.1569       0.969      61.100      51.286     722.889       6.903     228.120      32.179       43.12     234174.    0.4792  
        1.03      0.1105      0.1432      0.2062      0.1591       0.983      61.962      51.072     733.088       7.000     227.170      31.599       43.14     234735.    0.4696  
        1.55      0.1657      0.2104      0.2054      0.1617       1.000      63.001      50.877     745.379       7.118     226.301      30.959       43.17     235385.    0.4592  
        2.07      0.2209      0.2742      0.2046      0.1648       1.019      64.211      50.687     759.696       7.255     225.456      30.262       43.22     236131.    0.4480  
        2.58      0.2762      0.3343      0.2038      0.1684       1.040      65.579      50.486     775.871       7.409     224.561      29.514       43.28     236978.    0.4361  
        3.10      0.3314      0.3904      0.2029      0.1722       1.064      67.078      50.254     793.613       7.578     223.530      28.721       43.35     237931.    0.4234  
        3.62      0.3866      0.4424      0.2017      0.1763       1.090      68.674      49.967     812.490       7.759     222.255      27.894       43.43     238994.    0.4100  
        4.13      0.4419      0.4901      0.2002      0.1805       1.116      70.314      49.597     831.901       7.944     220.608      27.041       43.53     240166.    0.3960  
        4.65      0.4971      0.5337      0.1982      0.1847       1.141      71.932      49.108     851.036       8.127     218.432      26.173       43.65     241450.    0.3814  
        5.17      0.5523      0.5731      0.1956      0.1885       1.165      73.438      48.460     868.854       8.297     215.552      25.298       43.77     242845.    0.3662  
        5.68      0.6076      0.6087      0.1922      0.1918       1.186      74.725      47.611     884.081       8.442     211.774      24.426       43.91     244350.    0.3505  
        6.20      0.6628      0.6407      0.1878      0.1942       1.200      75.665      46.516     895.206       8.549     206.902      23.568       44.06     245965.    0.3342  
        6.72      0.7180      0.6695      0.1822      0.1954       1.208      76.117      45.134     900.548       8.600     200.754      22.732       44.22     247690.    0.3176  
        7.23      0.7733      0.6955      0.1754      0.1950       1.205      75.947      43.440     898.537       8.580     193.221      21.928       44.40     249523.    0.3005  
        7.75      0.8285      0.7192      0.1673      0.1927       1.191      75.068      41.438     888.137       8.481     184.316      21.162       44.58     251463.    0.2833  
        8.27      0.8837      0.7408      0.1581      0.1886       1.165      73.454      39.156     869.047       8.299     174.166      20.436       44.78     253507.    0.2659  
        8.79      0.9390      0.7605      0.1479      0.1826       1.129      71.128      36.636     841.523       8.036     162.958      19.746       44.99     255650.    0.2485  
        9.30      0.9942      0.7783      0.1369      0.1749       1.081      68.135      33.921     806.114       7.698     150.883      19.086       45.22     257888.    0.2312  
        9.82      1.0494      0.7941      0.1254      0.1657       1.024      64.530      31.052     763.464       7.291     138.119      18.448       45.45     260218.    0.2138  
       10.34      1.1047      0.8075      0.1133      0.1550       0.958      60.368      28.063     714.223       6.820     124.823      17.821       45.70     262634.    0.1963  
       10.85      1.1599      0.8181      0.1009      0.1430       0.884      55.702      24.984     659.015       6.293     111.131      17.196       45.95     265135.    0.1787  
       11.37      1.2151      0.8252      0.0882      0.1299       0.803      50.582      21.845     598.442       5.715      97.166      16.557       46.22     267717.    0.1609  
       11.89      1.2704      0.8277      0.0754      0.1157       0.715      45.058      18.669     533.090       5.091      83.039      15.884       46.50     270378.    0.1427  
       12.40      1.3256      0.8235      0.0625      0.1006       0.622      39.180      15.479     463.549       4.427      68.853      15.146       46.79     273115.    0.1239  
       12.92      1.3808      0.8092      0.0496      0.0847       0.524      32.999      12.299     390.415       3.728      54.704      14.288       47.09     275928.    0.1042  
       13.44      1.4361      0.7775      0.0369      0.0682       0.421      26.565       9.146     314.293       3.001      40.681      13.199       47.40     278812.    0.0830  
       13.95      1.4913      0.7106      0.0244      0.0512       0.316      19.929       6.039     235.787       2.252      26.863      11.618       47.72     281767.    0.0594  
       14.47      1.5465      0.5541      0.0121      0.0337       0.209      13.142       2.994     155.481       1.485      13.318       8.734       48.05     284787.    0.0314  
       14.99      1.6017      0.0051      0.0001      0.0160       0.099       6.225       0.013      73.645       0.703       0.056       0.078       48.39     287837.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1100                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2080      0.1547       1.272      72.906      62.360     948.827       8.237     277.376      29.810       47.42     257065.    0.4895  
        0.57      0.0553      0.0731      0.2071      0.1564       1.287      73.739      62.068     959.665       8.331     276.080      29.336       47.43     257592.    0.4806  
        1.14      0.1105      0.1436      0.2062      0.1587       1.305      74.784      61.811     973.267       8.449     274.935      28.806       47.45     258209.    0.4709  
        1.71      0.1658      0.2111      0.2054      0.1613       1.327      76.044      61.576     989.656       8.591     273.888      28.221       47.49     258924.    0.4605  
        2.27      0.2210      0.2751      0.2047      0.1645       1.353      77.511      61.347    1008.747       8.757     272.870      27.584       47.54     259745.    0.4492  
        2.84      0.2763      0.3353      0.2039      0.1680       1.382      79.168      61.105    1030.315       8.944     271.793      26.900       47.60     260678.    0.4372  
        3.41      0.3316      0.3916      0.2029      0.1718       1.413      80.986      60.825    1053.973       9.150     270.549      26.176       47.68     261728.    0.4245  
        3.98      0.3868      0.4436      0.2018      0.1759       1.447      82.920      60.479    1079.145       9.368     269.010      25.420       47.78     262897.    0.4111  
        4.55      0.4421      0.4915      0.2003      0.1801       1.482      84.909      60.031    1105.030       9.593     267.019      24.640       47.89     264188.    0.3970  
        5.12      0.4973      0.5351      0.1983      0.1843       1.516      86.870      59.440    1130.547       9.814     264.388      23.847       48.01     265602.    0.3823  
        5.69      0.5526      0.5746      0.1957      0.1882       1.548      88.695      58.656    1154.307      10.021     260.901      23.048       48.15     267137.    0.3671  
        6.26      0.6078      0.6103      0.1923      0.1915       1.575      90.256      57.627    1174.613      10.197     256.326      22.252       48.30     268794.    0.3513  
        6.82      0.6631      0.6423      0.1878      0.1939       1.595      91.395      56.300    1189.448      10.326     250.424      21.469       48.47     270572.    0.3350  
        7.39      0.7184      0.6711      0.1822      0.1951       1.605      91.943      54.625    1196.571      10.388     242.974      20.706       48.64     272470.    0.3182  
        7.96      0.7736      0.6972      0.1754      0.1946       1.601      91.737      52.573    1193.890      10.364     233.845      19.973       48.84     274489.    0.3011  
        8.53      0.8289      0.7209      0.1673      0.1924       1.582      90.672      50.147    1180.029      10.244     223.054      19.275       49.04     276625.    0.2838  
        9.10      0.8841      0.7425      0.1581      0.1882       1.548      88.717      47.383    1154.585      10.023     210.758      18.614       49.26     278875.    0.2664  
        9.67      0.9394      0.7624      0.1479      0.1822       1.499      85.898      44.330    1117.902       9.705     197.181      17.986       49.50     281234.    0.2490  
       10.24      0.9947      0.7803      0.1369      0.1746       1.436      82.272      41.043    1070.707       9.295     182.557      17.386       49.74     283698.    0.2316  
       10.81      1.0499      0.7962      0.1253      0.1653       1.360      77.904      37.568    1013.860       8.801     167.102      16.807       50.00     286262.    0.2142  
       11.37      1.1052      0.8098      0.1133      0.1546       1.272      72.860      33.949     948.224       8.232     151.004      16.239       50.27     288923.    0.1967  
       11.94      1.1604      0.8206      0.1008      0.1426       1.173      67.205      30.223     874.631       7.593     134.430      15.673       50.55     291676.    0.1792  
       12.51      1.2157      0.8280      0.0882      0.1294       1.065      61.001      26.423     793.880       6.892     117.528      15.096       50.85     294518.    0.1614  
       13.08      1.2709      0.8310      0.0753      0.1152       0.948      54.306      22.579     706.755       6.135     100.433      14.491       51.15     297447.    0.1432  
       13.65      1.3262      0.8275      0.0625      0.1001       0.823      47.182      18.721     614.043       5.331      83.269      13.828       51.47     300461.    0.1244  
       14.22      1.3815      0.8140      0.0496      0.0842       0.693      39.690      14.873     516.539       4.484      66.154      13.060       51.80     303557.    0.1047  
       14.79      1.4367      0.7835      0.0369      0.0677       0.557      31.892      11.060     415.050       3.603      49.193      12.086       52.14     306732.    0.0836  
       15.36      1.4920      0.7184      0.0244      0.0506       0.416      23.850       7.303     310.385       2.695      32.483      10.672       52.50     309985.    0.0600  
       15.92      1.5472      0.5639      0.0121      0.0331       0.273      15.623       3.621     203.321       1.765      16.105       8.077       52.86     313310.    0.0320  
       16.49      1.6025      0.0054      0.0001      0.0154       0.126       7.238       0.016      94.197       0.818       0.069       0.075       53.23     316664.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1200                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2081      0.1543       1.648      86.564      74.225    1228.980       9.780     330.152      27.394       51.73     280435.    0.4908  
        0.62      0.0553      0.0734      0.2071      0.1561       1.667      87.557      73.879    1243.077       9.892     328.615      26.957       51.74     281010.    0.4818  
        1.24      0.1106      0.1441      0.2063      0.1583       1.691      88.803      73.574    1260.767      10.033     327.257      26.469       51.76     281683.    0.4721  
        1.86      0.1659      0.2117      0.2055      0.1610       1.719      90.304      73.295    1282.083      10.202     326.016      25.930       51.80     282464.    0.4616  
        2.48      0.2211      0.2759      0.2047      0.1641       1.753      92.053      73.024    1306.912      10.400     324.809      25.343       51.86     283361.    0.4503  
        3.10      0.2764      0.3363      0.2039      0.1676       1.790      94.028      72.736    1334.961      10.623     323.532      24.713       51.93     284379.    0.4383  
        3.72      0.3317      0.3926      0.2030      0.1715       1.831      96.196      72.405    1365.728      10.868     322.056      24.046       52.02     285525.    0.4255  
        4.35      0.3870      0.4448      0.2018      0.1756       1.875      98.501      71.994    1398.465      11.129     320.227      23.350       52.12     286801.    0.4120  
        4.97      0.4423      0.4927      0.2003      0.1798       1.921     100.872      71.461    1432.128      11.397     317.860      22.633       52.24     288211.    0.3978  
        5.59      0.4976      0.5364      0.1984      0.1840       1.965     103.210      70.757    1465.313      11.661     314.728      21.902       52.38     289754.    0.3831  
        6.21      0.5529      0.5760      0.1957      0.1879       2.006     105.386      69.824    1496.211      11.906     310.576      21.167       52.53     291431.    0.3678  
        6.83      0.6081      0.6117      0.1923      0.1912       2.042     107.246      68.598    1522.614      12.117     305.126      20.435       52.69     293240.    0.3519  
        7.45      0.6634      0.6438      0.1879      0.1936       2.068     108.604      67.017    1541.898      12.270     298.091      19.714       52.87     295181.    0.3356  
        8.07      0.7187      0.6726      0.1823      0.1948       2.080     109.256      65.020    1551.150      12.344     289.211      19.013       53.07     297254.    0.3188  
        8.69      0.7740      0.6987      0.1754      0.1943       2.075     109.009      62.574    1547.647      12.316     278.329      18.339       53.28     299458.    0.3016  
        9.31      0.8293      0.7224      0.1673      0.1921       2.051     107.738      59.683    1529.607      12.172     265.468      17.697       53.50     301790.    0.2843  
        9.93      0.8846      0.7441      0.1581      0.1879       2.007     105.407      56.388    1496.511      11.909     250.815      17.090       53.74     304247.    0.2669  
       10.55      0.9399      0.7640      0.1479      0.1819       1.943     102.047      52.751    1448.804      11.529     234.638      16.515       54.00     306823.    0.2494  
       11.17      0.9951      0.7820      0.1369      0.1742       1.861      97.724      48.835    1387.434      11.041     217.218      15.965       54.27     309513.    0.2320  
       11.79      1.0504      0.7980      0.1253      0.1649       1.761      92.518      44.696    1313.515      10.453     198.810      15.434       54.55     312313.    0.2146  
       12.41      1.1057      0.8118      0.1132      0.1542       1.647      86.506      40.387    1228.165       9.773     179.640      14.915       54.84     315217.    0.1971  
       13.04      1.1610      0.8228      0.1008      0.1422       1.519      79.766      35.950    1132.466       9.012     159.906      14.399       55.15     318223.    0.1795  
       13.66      1.2163      0.8306      0.0881      0.1290       1.378      72.369      31.426    1027.458       8.176     139.785      13.873       55.47     321327.    0.1617  
       14.28      1.2716      0.8339      0.0753      0.1148       1.226      64.389      26.852     914.160       7.275     119.437      13.323       55.81     324525.    0.1436  
       14.90      1.3269      0.8309      0.0624      0.0997       1.064      55.897      22.259     793.595       6.315      99.010      12.722       56.16     327815.    0.1248  
       15.52      1.3821      0.8182      0.0496      0.0837       0.894      46.966      17.681     666.799       5.306      78.644      12.027       56.52     331195.    0.1052  
       16.14      1.4374      0.7887      0.0368      0.0672       0.717      37.671      13.144     534.824       4.256      58.465      11.147       56.89     334662.    0.0840  
       16.76      1.4927      0.7251      0.0243      0.0501       0.535      28.084       8.675     398.721       3.173      38.588       9.869       57.27     338214.    0.0604  
       17.38      1.5480      0.5721      0.0120      0.0326       0.348      18.278       4.296     259.504       2.065      19.108       7.509       57.67     341843.    0.0324  
       18.00      1.6033      0.0023      0.0000      0.0148       0.158       8.282       0.008     117.579       0.936       0.034       0.029       58.08     345503.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1300                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2081      0.1540       2.091     101.384      87.123    1559.338      11.454     387.525      25.342       56.04     303804.    0.4919  
        0.67      0.0553      0.0735      0.2071      0.1558       2.115     102.551      86.719    1577.291      11.586     385.725      24.937       56.05     304427.    0.4829  
        1.35      0.1106      0.1444      0.2063      0.1580       2.145     104.016      86.361    1599.816      11.752     384.136      24.485       56.08     305158.    0.4731  
        2.02      0.1659      0.2122      0.2055      0.1607       2.182     105.780      86.035    1626.958      11.951     382.684      23.985       56.12     306004.    0.4626  
        2.69      0.2212      0.2765      0.2048      0.1638       2.224     107.836      85.718    1658.574      12.183     381.273      23.441       56.18     306976.    0.4513  
        3.36      0.2765      0.3371      0.2040      0.1673       2.272     110.158      85.382    1694.290      12.446     379.779      22.857       56.26     308080.    0.4392  
        4.04      0.3319      0.3935      0.2030      0.1712       2.325     112.705      84.994    1733.467      12.733     378.052      22.239       56.35     309322.    0.4263  
        4.71      0.3872      0.4458      0.2019      0.1753       2.381     115.415      84.512    1775.151      13.040     375.909      21.594       56.47     310706.    0.4128  
        5.38      0.4425      0.4938      0.2004      0.1796       2.438     118.202      83.888    1818.016      13.354     373.133      20.929       56.60     312234.    0.3986  
        6.05      0.4978      0.5376      0.1984      0.1837       2.495     120.950      83.062    1860.269      13.665     369.458      20.252       56.74     313907.    0.3838  
        6.73      0.5531      0.5772      0.1958      0.1876       2.547     123.508      81.965    1899.611      13.954     364.582      19.571       56.90     315725.    0.3684  
        7.40      0.6084      0.6129      0.1924      0.1909       2.592     125.693      80.526    1933.227      14.201     358.180      18.893       57.08     317686.    0.3525  
        8.07      0.6637      0.6450      0.1879      0.1934       2.625     127.289      78.668    1957.776      14.381     349.914      18.225       57.28     319791.    0.3361  
        8.75      0.7190      0.6739      0.1823      0.1945       2.641     128.054      76.322    1969.544      14.468     339.478      17.576       57.49     322038.    0.3193  
        9.42      0.7743      0.7000      0.1754      0.1941       2.635     127.763      73.446    1965.070      14.435     326.689      16.953       57.72     324427.    0.3021  
       10.09      0.8296      0.7237      0.1673      0.1918       2.604     126.269      70.049    1942.090      14.266     311.577      16.360       57.96     326956.    0.2847  
       10.76      0.8849      0.7455      0.1581      0.1876       2.548     123.529      66.178    1899.945      13.956     294.360      15.799       58.22     329619.    0.2672  
       11.44      0.9403      0.7654      0.1479      0.1816       2.466     119.580      61.906    1839.206      13.510     275.356      15.267       58.50     332412.    0.2498  
       12.11      0.9956      0.7835      0.1369      0.1739       2.362     114.500      57.305    1761.074      12.936     254.894      14.759       58.79     335329.    0.2323  
       12.78      1.0509      0.7996      0.1253      0.1646       2.235     108.382      52.445    1666.966      12.245     233.275      14.270       59.09     338364.    0.2149  
       13.45      1.1062      0.8135      0.1132      0.1539       2.090     101.317      47.384    1558.306      11.447     210.765      13.792       59.42     341512.    0.1974  
       14.13      1.1615      0.8248      0.1007      0.1419       1.926      93.395      42.175    1436.466      10.552     187.597      13.317       59.75     344771.    0.1798  
       14.80      1.2168      0.8328      0.0881      0.1287       1.747      84.703      36.865    1302.772       9.570     163.976      12.835       60.10     348135.    0.1620  
       15.47      1.2721      0.8364      0.0752      0.1144       1.554      75.324      31.495    1158.519       8.510     140.092      12.331       60.46     351602.    0.1439  
       16.15      1.3274      0.8339      0.0624      0.0993       1.348      65.343      26.106    1005.013       7.382     116.119      11.782       60.84     355170.    0.1252  
       16.82      1.3827      0.8219      0.0495      0.0833       1.131      54.847      20.733     843.574       6.197      92.221      11.148       61.23     358834.    0.1055  
       17.49      1.4380      0.7934      0.0368      0.0667       0.906      43.922      15.410     675.544       4.962      68.545      10.347       61.64     362592.    0.0845  
       18.16      1.4933      0.7312      0.0243      0.0496       0.674      32.656      10.168     502.261       3.689      45.226       9.182       62.05     366442.    0.0609  
       18.84      1.5486      0.5798      0.0120      0.0321       0.436      21.132       5.031     325.017       2.387      22.378       7.021       62.48     370377.    0.0327  
       19.51      1.6040      0.0001      0.0000      0.0143       0.193       9.381       0.000     144.290       1.060       0.001       0.001       62.92     374341.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1400                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -     
        0.00      0.0000      0.0000      0.2081      0.1537       2.607     117.366     101.055    1944.013      13.260     449.493      23.578       60.35     327174.    0.4929  
        0.72      0.0553      0.0737      0.2072      0.1555       2.637     118.722     100.587    1966.467      13.413     447.410      23.201       60.36     327845.    0.4838  
        1.45      0.1107      0.1448      0.2063      0.1577       2.675     120.423     100.174    1994.641      13.605     445.572      22.779       60.39     328632.    0.4741  
        2.17      0.1660      0.2127      0.2055      0.1604       2.720     122.472      99.796    2028.588      13.837     443.894      22.313       60.44     329544.    0.4635  
        2.90      0.2213      0.2771      0.2048      0.1635       2.773     124.859      99.430    2068.129      14.107     442.263      21.806       60.50     330591.    0.4521  
        3.62      0.2767      0.3378      0.2040      0.1671       2.833     127.556      99.041    2112.800      14.411     440.535      21.262       60.59     331780.    0.4400  
        4.35      0.3320      0.3944      0.2031      0.1709       2.899     130.514      98.592    2161.795      14.745     438.536      20.686       60.69     333119.    0.4271  
        5.07      0.3873      0.4467      0.2019      0.1751       2.969     133.662      98.034    2213.931      15.101     436.055      20.084       60.81     334610.    0.4135  
        5.80      0.4426      0.4948      0.2004      0.1793       3.041     136.899      97.310    2267.539      15.467     432.837      19.465       60.95     336257.    0.3993  
        6.52      0.4980      0.5386      0.1985      0.1835       3.112     140.089      96.352    2320.384      15.827     428.575      18.834       61.11     338060.    0.3844  
        7.25      0.5533      0.5783      0.1958      0.1874       3.178     143.059      95.080    2369.585      16.163     422.917      18.200       61.28     340019.    0.3690  
        7.97      0.6086      0.6140      0.1924      0.1907       3.234     145.597      93.410    2411.620      16.449     415.485      17.568       61.48     342133.    0.3531  
        8.70      0.6640      0.6461      0.1879      0.1931       3.275     147.450      91.252    2442.312      16.659     405.889      16.947       61.69     344401.    0.3366  
        9.42      0.7193      0.6750      0.1823      0.1943       3.295     148.338      88.527    2457.013      16.759     393.770      16.342       61.92     346823.    0.3197  
       10.15      0.7746      0.7011      0.1755      0.1938       3.287     147.999      85.189    2451.399      16.721     378.919      15.762       62.16     349398.    0.3025  
       10.87      0.8300      0.7249      0.1673      0.1916       3.249     146.263      81.244    2422.642      16.525     361.371      15.210       62.42     352123.    0.2851  
       11.60      0.8853      0.7467      0.1581      0.1874       3.178     143.080      76.750    2369.923      16.165     341.383      14.689       62.70     354993.    0.2676  
       12.32      0.9406      0.7667      0.1479      0.1814       3.076     138.494      71.790    2293.960      15.647     319.323      14.195       63.00     358003.    0.2501  
       13.05      0.9959      0.7849      0.1369      0.1737       2.945     132.595      66.451    2196.250      14.980     295.573      13.723       63.31     361146.    0.2326  
       13.77      1.0513      0.8011      0.1252      0.1644       2.787     125.490      60.810    2078.565      14.178     270.485      13.270       63.64     364416.    0.2152  
       14.50      1.1066      0.8151      0.1132      0.1536       2.605     117.286      54.938    1942.680      13.251     244.366      12.827       63.99     367810.    0.1977  
       15.22      1.1619      0.8265      0.1007      0.1416       2.401     108.087      48.895    1790.311      12.212     217.485      12.387       64.35     371321.    0.1801  
       15.94      1.2173      0.8348      0.0880      0.1284       2.177      97.992      42.735    1623.113      11.071     190.084      11.942       64.73     374946.    0.1623  
       16.67      1.2726      0.8387      0.0752      0.1141       1.935      87.101      36.506    1442.712       9.841     162.380      11.477       65.12     378683.    0.1442  
       17.39      1.3279      0.8367      0.0623      0.0989       1.677      75.511      30.256    1250.735       8.531     134.577      10.972       65.52     382527.    0.1255  
       18.12      1.3833      0.8253      0.0495      0.0829       1.407      63.322      24.025    1048.840       7.154     106.864      10.390       65.95     386475.    0.1059  
       18.84      1.4386      0.7976      0.0368      0.0663       1.125      50.635      17.853     838.703       5.721      79.412       9.655       66.38     390525.    0.0848  
       19.57      1.4939      0.7367      0.0243      0.0492       0.834      37.552      11.776     622.003       4.243      52.378       8.587       66.83     394674.    0.0613  
       20.29      1.5493      0.5867      0.0120      0.0317       0.537      24.171       5.821     400.355       2.731      25.891       6.595       67.29     398914.    0.0331  
